no,ranking,bookname,authors,publisher,publication_year,isbn13,addition_symbol,class_no,class_nm,loan_count,sales_point,price,page_count,review_count,average_rating,최다연령대_여성,최다연령대_남성,성비_여성,20~30대_남성,20~30대_여성,분류,대출수준,단행/시리즈,중분류,소분류,data,키워드
524,523,죽이고 싶은 아이 :이꽃님 장편소설,지은이: 이꽃님,우리학교,2021,9791190337755,A43810,813.7,문학 > 한국문학 > 소설,774.0,47071,11250,200.0,50.0,8.9,40.0,40.0,0.8,2.8,8.7,청소년 문학,하위권,단행본, 한국문학 , 소설,"죽이고 싶은 아이 :이꽃님 장편소설,9791190337755","[""성장"", ""가족"", ""상처"", ""극복""]"
527,525,꼬르륵 꼬르륵 캠핑,구도 노리코 글·그림 ;윤수정 옮김,책읽는곰,2024,9791158364687,A77830,833.6,문학 > 일본문학 > 소설,1481.0,6398,12600,40.0,4.0,10.0,40.0,40.0,0.9,2.2,31.5,그림책,하위권,시리즈, 일본문학 , 소설,"꼬르륵 꼬르륵 캠핑,9791158364687","[""캠핑"", ""소통"", ""우정"", ""자연""]"
528,528,동급생,프레드 울만 지음 ;황보석 옮김,열린책들,2017,9788932918143,A03840,843.5,문학 > 영미문학 > 소설,1113.0,12188,12420,160.0,70.0,9.1,40.0,40.0,0.8,6.2,46.3,영미소설,하위권,단행본, 영미문학 , 소설,"동급생,9788932918143","[""학원"", ""청춘"", ""우정"", ""성장"", ""성장통""]"
530,529,아이스크림이 꽁꽁,구도 노리코 글·그림 ;윤수정 옮김,책읽는곰,2018,9791158360986,A77830,833.6,문학 > 일본문학 > 소설,1510.0,4106,9900,40.0,10.0,9.6,30.0,40.0,0.9,4.3,50.0,그림책,하위권,시리즈, 일본문학 , 소설,"아이스크림이 꽁꽁,9791158360986","[""어린이"", ""꿈"", ""여행"", ""성장""]"
531,531,종이 동물원 :켄 리우 소설,지은이: 켄 리우 ;옮긴이: 장성주,황금가지,2018,9791158884680,A03840,843.6,문학 > 영미문학 > 소설,770.0,12848,15300,568.0,99.0,9.0,40.0,40.0,0.7,12.0,31.9,과학소설(SF),하위권,단행본, 영미문학 , 소설,"종이 동물원 :켄 리우 소설,9791158884680","[""SF"", ""이민"", ""가족"", ""로봇"", ""미래""]"
532,531,당연하게도 나는 너를 :이꽃님 장편소설,지은이: 이꽃님,우리학교,2023,9791167550972,A43810,813.7,문학 > 한국문학 > 소설,770.0,21087,12150,208.0,17.0,9.2,40.0,40.0,0.8,2.5,8.4,청소년 문학,하위권,단행본, 한국문학 , 소설,"당연하게도 나는 너를 :이꽃님 장편소설,9791167550972","[""판타지"", ""성장"", ""모험"", ""우정"", ""모험""]"
533,533,소년과 두더지와 여우와 말,찰리 맥커시 글·그림 ;이진경 옮김,상상의 힘,2020,9788997381678,A07840,843.6,문학 > 영미문학 > 소설,769.0,75750,19800,128.0,80.0,9.5,40.0,40.0,0.9,3.8,23.8,사진/그림 에세이,하위권,단행본, 영미문학 , 소설,"소년과 두더지와 여우와 말,9788997381678","[""우정"", ""성장"", ""용기"", ""모험"", ""변화""]"
534,534,악의 :히가시노 게이고 장편소설,히가시노 게이고 [지음] ;양윤옥 옮김,현대문학,2008,9788972754190,A03830,833.6,문학 > 일본문학 > 소설,768.0,10287,12600,355.0,116.0,8.9,20.0,20.0,0.7,20.3,44.7,추리/미스터리소설,하위권,단행본, 일본문학 , 소설,"악의 :히가시노 게이고 장편소설,9788972754190","[""추리"", ""복수"", ""진실"", ""어둠"", ""비극""]"
535,534,오싹오싹 도깨비 숲,구도 노리코 글·그림 ;윤수정 옮김,책읽는곰,2019,9791158361440,A77830,833.6,문학 > 일본문학 > 소설,2354.0,2513,9900,40.0,9.0,9.7,30.0,40.0,0.9,3.8,43.4,그림책,하위권,시리즈, 일본문학 , 소설,"오싹오싹 도깨비 숲,9791158361440","[""공포"", ""오싹"", ""도깨비"", ""숲""]"
537,534,백조와 박쥐 :히가시노 게이고 장편소설,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2021,9791190885928,A03830,833.6,문학 > 일본문학 > 소설,768.0,6521,16200,568.0,39.0,8.8,40.0,20.0,0.6,19.200000000000003,27.7,추리/미스터리소설,하위권,단행본, 일본문학 , 소설,"백조와 박쥐 :히가시노 게이고 장편소설,9791190885928","[""추리"", ""미스터리"", ""인간관계"", ""복수""]"
538,538,이제야 언니에게 :최진영 소설,지은이: 최진영,창비,2019,9788936438012,A03810,813.7,문학 > 한국문학 > 소설,767.0,5169,14400,252.0,106.0,9.4,20.0,40.0,0.9,4.9,56.3,한국소설,하위권,단행본, 한국문학 , 소설,"이제야 언니에게 :최진영 소설,9788936438012","[""성장"", ""가족"", ""관계"", ""슬픔"", ""사랑""]"
539,539,여기는 토끼 아파트입니다,노하나 하루카 글·그림 ;고향옥 옮김,주니어김영사,2023,9788934908364,A73830,833.6,문학 > 일본문학 > 소설,765.0,881,13050,44.0,5.0,10.0,30.0,40.0,0.9,4.4,45.4,그림책,하위권,단행본, 일본문학 , 소설,"여기는 토끼 아파트입니다,9788934908364","[""아파트"", ""토끼"", ""일상""]"
540,540,추리 천재 엉덩이 탐정과 카레 사건,트롤 글·그림 ;김정화 옮김,미래엔,2019,9791164130764,A74830,833.6,문학 > 일본문학 > 소설,1724.0,7912,10800,60.0,19.0,9.8,40.0,40.0,0.8,3.6,29.5,동화/명작/고전,하위권,시리즈, 일본문학 , 소설,"추리 천재 엉덩이 탐정과 카레 사건,9791164130764","[""추리"", ""엉덩이"", ""탐정"", ""카레""]"
541,541,토막 난 우주를 안고서,"지은이: 김초엽,조서월",허블,2025,9791193078563,A03810,813.7,문학 > 한국문학 > 소설,762.0,17097,15300,324.0,4.0,8.7,20.0,40.0,0.8,6.699999999999999,54.0,과학소설(SF),하위권,단행본, 한국문학 , 소설,"토막 난 우주를 안고서,9791193078563","[""SF"", ""우주"", ""공허"", ""추억""]"
542,542,오싹오싹 당근,애런 레이놀즈 글 ;홍연미 옮김,알에이치코리아,2013,9788925550633,A73840,843.0,문학 > 영미문학 > 소설,761.0,1038,9000,40.0,8.0,9.6,30.0,40.0,0.8,5.5,46.0,그림책,하위권,단행본, 영미문학 , 소설,"오싹오싹 당근,9788925550633","[""공포"", ""괴담"", ""반전""]"
544,544,여름,지은이: 이디스 워튼 ;김욱동 옮김,민음사,2020,9788937463686,A04800,843.5,문학 > 영미문학 > 소설,1606.0,11137,10800,308.0,17.0,8.0,20.0,50.0,0.9,5.9,47.8,영미소설,하위권,시리즈, 영미문학 , 소설,"여름,9788937463686","[""성장"", ""외로움"", ""우정"", ""계절""]"
546,545,샤워젤과 소다수 :고선경 시집,지은이: 고선경,문학동네,2023,9788954696012,A03810,811.7,문학 > 한국문학 > 시,1210.0,17578,10800,176.0,2.0,9.1,20.0,20.0,0.8,9.1,60.5,시,하위권,단행본, 한국문학 , 시,"샤워젤과 소다수 :고선경 시집,9788954696012","[""시"", ""일상"", ""관계"", ""성찰"", ""내면""]"
547,545,카레가 보글보글,구도 노리코 글·그림 ;윤수정 옮김,책읽는곰,2020,9791158361884,A77830,833.6,문학 > 일본문학 > 소설,1375.0,3029,10800,40.0,10.0,9.5,30.0,40.0,0.9,3.6,45.1,그림책,하위권,시리즈, 일본문학 , 소설,"카레가 보글보글,9791158361884","['카레', '요리', '음식', '가족']"
549,545,라비우와 링과,지은이: 김서해,위즈덤하우스,2024,9791171717064,A04810,813.7,문학 > 한국문학 > 소설,758.0,4928,11700,128.0,28.0,10.0,20.0,50.0,0.9,3.0,77.6,한국소설,하위권,단행본, 한국문학 , 소설,"라비우와 링과,9791171717064","[""로맨스"", ""사랑"", ""관계"", ""성장"", ""치유""]"
550,550,대장 토끼는 포기하지 않아,큐라이스 글·그림 ;황진희 옮김,토토북,2020,9788964964194,A77830,833.6,문학 > 일본문학 > 소설,757.0,931,12600,44.0,15.0,9.9,30.0,40.0,0.9,4.3,45.6,그림책,하위권,단행본, 일본문학 , 소설,"대장 토끼는 포기하지 않아,9788964964194","[""성장"", ""용기"", ""모험"", ""우정""]"
552,550,반려 요괴,김영주 글 ;밤코 그림,위즈덤하우스,2024,9791171712670,A74810,813.7,문학 > 한국문학 > 소설,857.5,3074,12600,116.0,38.0,10.0,40.0,40.0,0.9,0.9,17.799999999999997,동화/명작/고전,하위권,시리즈, 한국문학 , 소설,"반려 요괴,9791171712670","[""판타지"", ""성장"", ""우정"", ""모험"", ""요괴""]"
553,550,"오늘 밤, 세계에서 이 눈물이 사라진다 해도",이치조 미사키 지음 ;김윤경 옮김,바이포엠 스튜디오,2022,9791191043976,A03830,833.6,문학 > 일본문학 > 소설,757.0,17954,12600,324.0,65.0,9.3,40.0,20.0,0.5,35.800000000000004,12.6,일본소설,하위권,단행본, 일본문학 , 소설,"오늘 밤, 세계에서 이 눈물이 사라진다 해도,9791191043976","[""판타지"", ""성장"", ""모험"", ""우정"", ""마법""]"
554,554,하우스 메이드,프리다 맥파든 지음 ;황성연 옮김,북플라자,2025,9791193324486,A03840,843.6,문학 > 영미문학 > 소설,549.0,4177,16200,400.0,3.0,6.3,40.0,40.0,0.8,7.5,25.6,액션/스릴러소설,하위권,시리즈, 영미문학 , 소설,"하우스 메이드,9791193324486","[""일상"", ""가족"", ""청춘"", ""성장"", ""우정""]"
555,555,마당이 있는 집,김진영 지음,문학동네,2018,9788954651059,A03810,813.7,문학 > 한국문학 > 소설,754.0,4337,12420,388.0,51.0,8.1,30.0,40.0,0.8,7.1,50.5,추리/미스터리소설,하위권,단행본, 한국문학 , 소설,"마당이 있는 집,9788954651059","[""미스터리"", ""저택"", ""집"", ""두려움"", ""진실""]"
556,555,아침 그리고 저녁 :욘 포세 장편소설,지은이: 욘 포세 ;옮긴이: 박경희,문학동네,2019,9788954657129,A03850,859.82,문학 > 독일문학 > 기타 게르만 문학,754.0,13665,11250,152.0,62.0,8.9,40.0,50.0,0.7,10.0,24.1,세계의 소설,하위권,단행본, 독일문학 , 기타 게르만 문학,"아침 그리고 저녁 :욘 포세 장편소설,9788954657129","[""그리움"", ""기억"", ""일상"", ""관계""]"
557,555,0000,지은이: 임선우,위즈덤하우스,2024,9791171717071,A04810,813.7,문학 > 한국문학 > 소설,754.0,9799,11700,100.0,1.0,9.5,20.0,50.0,0.9,3.4,69.9,한국소설,하위권,단행본, 한국문학 , 소설,"0000,9791171717071","[""SF"", ""외계인"", ""전쟁"", ""생존"", ""식민지""]"
558,555,하늘 마을로 간 택배 :구름 배송 왔습니다,글: 김경미 ;그림: 김무연,슈크림북,2023,9791190409391,A74810,813.7,문학 > 한국문학 > 소설,754.0,2583,11700,108.0,18.0,9.8,40.0,40.0,0.9,1.8,20.0,동화/명작/고전,하위권,단행본, 한국문학 , 소설,"하늘 마을로 간 택배 :구름 배송 왔습니다,9791190409391","[""동화"", ""판타지"", ""모험"", ""우정"", ""치유""]"
560,560,내 마음 ㅅㅅㅎ :김지영 그림책,글·그림: 김지영,사계절출판사,2021,9791160947250,A77810,813.7,문학 > 한국문학 > 소설,752.0,9094,13500,44.0,26.0,9.8,40.0,40.0,0.9,2.3,33.5,그림책,하위권,단행본, 한국문학 , 소설,"내 마음 ㅅㅅㅎ :김지영 그림책,9791160947250","[""페미니즘"", ""성장"", ""가족"", ""고민""]"
561,561,아빠와 호랑이 버스 :국지승 그림책,지은이: 국지승,창비,2023,9788936429041,A77810,813.7,문학 > 한국문학 > 소설,751.0,496,13500,50.0,72.0,10.0,40.0,40.0,0.8,5.6,25.6,그림책,하위권,단행본, 한국문학 , 소설,"아빠와 호랑이 버스 :국지승 그림책,9788936429041","[""그림책"", ""모험"", ""우정"", ""성장"", ""상상""]"
562,561,로터스 택시에는 특별한 손님이 탑니다,가토 겐 지음 ;양지윤 옮김,필름,2023,9791193262047,A03830,833.6,문학 > 일본문학 > 소설,751.0,7543,15300,296.0,19.0,9.8,40.0,20.0,0.7,18.2,24.7,일본소설,하위권,단행본, 일본문학 , 소설,"로터스 택시에는 특별한 손님이 탑니다,9791193262047","[""판타지"", ""이세계"", ""모험"", ""성장"", ""우정""]"
563,563,여름은 오래 그곳에 남아,지은이: 마쓰이에 마사시 ;옮긴이: 김춘미,비채,2016,9788934972204,A03830,833.6,문학 > 일본문학 > 소설,749.0,20598,16920,432.0,81.0,9.2,40.0,40.0,0.8,9.3,37.8,일본소설,하위권,단행본, 일본문학 , 소설,"여름은 오래 그곳에 남아,9788934972204","[""성장"", ""우정"", ""여름"", ""청춘""]"
564,563,감귤 기차,김지안 글·그림,재능교육,2016,9788974999988,A77810,813.7,문학 > 한국문학 > 소설,749.0,4921,10800,56.0,5.0,9.6,30.0,40.0,0.9,4.5,52.2,그림책,하위권,단행본, 한국문학 , 소설,"감귤 기차,9788974999988","[""동화"", ""모험"", ""상상"", ""우정""]"
565,563,여자 셋이 모이면 집이 커진다 :김은하 에세이,지은이: 김은하,서스테인,2024,9791193388143,A03810,818.0,문학 > 한국문학 > 르포르타주 및 기타,749.0,3200,15300,244.0,5.0,9.9,30.0,50.0,1.0,0.8,84.30000000000001,한국에세이,하위권,단행본, 한국문학 , 르포르타주 및 기타,"여자 셋이 모이면 집이 커진다 :김은하 에세이,9791193388143","[""에세이"", ""공감"", ""관계"", ""성장"", ""우정""]"
566,566,눈물을 마시는 새,이영도 지음,황금가지,2003,9788982735745,A04810,813.6,문학 > 한국문학 > 소설,726.0,6541,19800,581.0,39.0,9.5,20.0,20.0,0.5,33.1,29.2,판타지/환상문학,하위권,시리즈, 한국문학 , 소설,"눈물을 마시는 새,9788982735745","[""판타지"", ""새"", ""여행"", ""모험"", ""용""]"
567,566,연금술사,파울로 코엘료 지음;최정수 옮김,문학동네,2001,9788982814471,A03860,879.0,문학 > 스페인문학 > 포르투갈문학,747.0,84869,12150,278.0,579.0,8.6,40.0,20.0,0.7,17.2,40.400000000000006,스페인/중남미소설,하위권,단행본, 스페인문학 , 포르투갈문학,"연금술사,9788982814471","[""성장"", ""탐험"", ""운명"", ""꿈""]"
568,566,이상한 손님,백희나,책읽는곰,2018,9791158360801,A77810,813.7,문학 > 한국문학 > 소설,1465.0,9445,10800,48.0,23.0,9.4,40.0,40.0,0.9,3.6,38.7,그림책,하위권,단행본, 한국문학 , 소설,"이상한 손님,9791158360801","[""스릴러"", ""미스터리"", ""반전"", ""집"", ""가족""]"
570,570,신기한 맛 도깨비 식당,"김용세,센개 그림",꿈터,2022,9791167390615,A74810,813.7,문학 > 한국문학 > 소설,792.3333333333334,3855,11700,144.0,37.0,9.9,40.0,40.0,0.9,1.6,17.700000000000003,동화/명작/고전,하위권,시리즈, 한국문학 , 소설,"신기한 맛 도깨비 식당,9791167390615","[""판타지"", ""요리"", ""따뜻함"", ""성장"", ""위로""]"
571,571,크리스마스 타일 :김금희 연작소설,지은이: 김금희,창비,2022,9788936438890,A03810,813.7,문학 > 한국문학 > 소설,744.0,6602,13500,312.0,88.0,9.3,30.0,40.0,0.8,8.7,43.400000000000006,한국소설,하위권,단행본, 한국문학 , 소설,"크리스마스 타일 :김금희 연작소설,9788936438890","[""연작"", ""관계"", ""기억"", ""성장"", ""상실""]"
572,571,판타스틱 반찬 특공대,김이슬 글 ;이수현 그림,노는날,2024,9791198430632,A77810,813.7,문학 > 한국문학 > 소설,744.0,1292,13500,44.0,28.0,10.0,30.0,40.0,0.9,4.3,37.6,그림책,하위권,단행본, 한국문학 , 소설,"판타스틱 반찬 특공대,9791198430632","[""판타지"", ""요리"", ""모험"", ""음식"", ""마법""]"
573,573,"설자은, 불꽃을 쫓다 :정세랑 장편소설",지은이: 정세랑,문학동네,2025,9791141601638,A03810,813.7,문학 > 한국문학 > 소설,2297.0,15068,15120,336.0,54.0,9.6,40.0,40.0,0.9,3.6,37.2,역사소설,하위권,단행본, 한국문학 , 소설,"설자은, 불꽃을 쫓다 :정세랑 장편소설,9791141601638","[""판타지"", ""성장"", ""모험"", ""위험"", ""용기""]"
575,575,초밥이 여행을 갔어요,타나카 타츠야 지음 ;권남희 옮김,토토북,2024,9788964965214,A77830,833.6,문학 > 일본문학 > 소설,742.0,5487,12600,36.0,13.0,10.0,40.0,40.0,0.8,4.1,25.5,그림책,하위권,단행본, 일본문학 , 소설,"초밥이 여행을 갔어요,9788964965214","[""초밥"", ""여행"", ""모험"", ""음식""]"
577,576,사라진 서점 :이비 우즈 장편소설,지은이: 이비 우즈 ;옮긴이: 이영아,인플루엔셜,2024,9791168342187,A03840,843.6,문학 > 영미문학 > 소설,737.0,5299,16650,492.0,70.0,9.6,40.0,40.0,0.8,3.5,19.4,세계의 소설,하위권,단행본, 영미문학 , 소설,"사라진 서점 :이비 우즈 장편소설,9791168342187","[""미스터리"", ""추리"", ""인간관계"", ""성장"", ""우정""]"
579,578,에디터의 기록법 =The editor's notes,"지은이: 김송희,허완",휴머니스트출판그룹,2025,9791170873068,A03810,818.0,문학 > 한국문학 > 르포르타주 및 기타,736.0,4448,15930,228.0,3.0,8.0,30.0,40.0,0.7,10.2,31.9,한국에세이,하위권,단행본, 한국문학 , 르포르타주 및 기타,"에디터의 기록법 =The editor's notes,9791170873068","[""SF"", ""탐사"", ""외계"", ""생존""]"
580,580,세계를 건너 너에게 갈게 :이꽃님 장편소설,글쓴이: 이꽃님,문학동네,2018,9788954650212,A03810,813.7,문학 > 한국문학 > 소설,643.5,54608,12150,224.0,73.0,9.5,40.0,40.0,0.8,2.1,10.9,청소년 문학,하위권,단행본, 한국문학 , 소설,"세계를 건너 너에게 갈게 :이꽃님 장편소설,9788954650212","[""판타지"", ""성장"", ""우정"", ""사랑"", ""모험""]"
581,580,"진이, 지니 :정유정 장편소설",지은이: 정유정,은행나무,2019,9791189982140,A03810,813.7,문학 > 한국문학 > 소설,735.0,10637,12600,388.0,75.0,8.7,40.0,40.0,0.8,7.300000000000001,42.4,한국소설,하위권,단행본, 한국문학 , 소설,"진이, 지니 :정유정 장편소설,9791189982140","[""스릴러"", ""연쇄살인"", ""사이코패스"", ""심리"", ""미스터리""]"
583,583,프리즘 :손원평 장편소설,지은이: 손원평,은행나무,2020,9791191071030,A03810,813.7,문학 > 한국문학 > 소설,731.0,4812,15120,268.0,55.0,8.7,40.0,20.0,0.8,8.2,46.0,한국소설,하위권,단행본, 한국문학 , 소설,"프리즘 :손원평 장편소설,9791191071030","[""성장"", ""가족"", ""학교"", ""소통"", ""우정""]"
586,585,엉뚱한 문방구,글·그림: 간장,제제의숲,2022,9791158732417,A77810,813.7,문학 > 한국문학 > 소설,729.0,178,12420,36.0,11.0,10.0,40.0,40.0,0.9,3.3,38.400000000000006,그림책,하위권,단행본, 한국문학 , 소설,"엉뚱한 문방구,9791158732417","[""성장"", ""마법"", ""우정"", ""모험""]"
587,587,이방인,지은이: 알베르 카뮈 ;옮긴이: 김화영,민음사,2011,9788937462665,A04800,863.0,문학 > 프랑스문학 > 소설,1023.3333333333334,15021,8100,280.0,86.0,9.0,20.0,20.0,0.7,18.7,40.7,프랑스소설,하위권,시리즈, 프랑스문학 , 소설,"이방인,9788937462665","[""실존주의"", ""부조리"", ""외로움"", ""정체성""]"
